dataset,sample,method,endpoint,operating_point,physical_bpp,Y,U,V,YUV611,pending_sample,source_artifact
8iVFB,soldier,Original_Unicorn,Original Unicorn,R03,0.4211438713569389,39.3686,47.8858,48.9245,41.6277375,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/soldier/R03/run/physical_rd.json
8iVFB,soldier,Original_Unicorn,Original Unicorn,R04,0.29351449970663607,37.6659,48.5837,49.6516,40.52883750000001,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/soldier/R04/run/physical_rd.json
8iVFB,soldier,Original_Unicorn,Original Unicorn,R05,0.19456225421016243,35.4964,47.6555,48.8374,38.683912500000005,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/soldier/R05/run/physical_rd.json
8iVFB,soldier,Original_Unicorn,Original Unicorn,R06,0.12936292743214295,33.6042,46.8454,47.3151,36.9732125,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/soldier/R06/run/physical_rd.json
8iVFB,soldier,Original_Unicorn,Original Unicorn,R07,0.08751518468153717,31.8715,46.1959,46.837,35.5327375,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/soldier/R07/run/physical_rd.json
8iVFB,soldier,Original_Unicorn,Original Unicorn,R08,0.054144235881115534,29.9106,45.671,46.2653,33.9249875,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/soldier/R08/run/physical_rd.json
8iVFB,soldier,Original_Unicorn,Original Unicorn,R09,0.037168611254706906,28.4515,45.2503,45.831,32.7237875,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/soldier/R09/run/physical_rd.json
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R01,1.4040053663370624,40.3199,44.4019,45.3533,41.459325,True,fau_house_original:results/Original_Unicorn/CTC/House_without_roof_00057_vox12/R01/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R02,1.0826686080624985,38.6463,43.7527,44.9389,40.071175,True,fau_house_original:results/Original_Unicorn/CTC/House_without_roof_00057_vox12/R02/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R03,0.8155248419951967,36.8199,43.032,44.4467,38.5497625,True,fau_house_original:results/Original_Unicorn/CTC/House_without_roof_00057_vox12/R03/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R04,0.6081260202382266,33.5846,39.6032,43.2336,35.54305000000001,True,fau_house_original:results/Original_Unicorn/CTC/House_without_roof_00057_vox12/R04/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R05,0.46057443730284847,32.6853,39.4516,42.9866,34.81875,True,fau_house_original:results/Original_Unicorn/CTC/House_without_roof_00057_vox12/R05/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R06,0.2848737147447432,31.0574,38.1472,42.8588,33.418800000000005,True,fau_house_original:results/Original_Unicorn/CTC/House_without_roof_00057_vox12/R06/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R07,0.22241466606307406,30.2506,38.8128,42.6521,32.8710625,True,fau_house_original:results/Original_Unicorn/CTC/House_without_roof_00057_vox12/R07/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R08,0.17771031473092522,29.5263,39.605,42.4897,32.4065625,True,fau_house_original:results/Original_Unicorn/CTC/House_without_roof_00057_vox12/R08/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R09,0.1503168345623455,28.9324,39.9563,42.4543,32.000625,True,fau_house_original:results/Original_Unicorn/CTC/House_without_roof_00057_vox12/R09/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Ours,Ours Base,16k,0.8264472559394235,35.1189,43.5221,44.6873,37.36535,True,fau_house_ours:results/Ours/CTC/House_without_roof_00057_vox12/16k/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Ours,Ours Full,16k,1.1249426397964835,38.7661,43.7125,44.8457,40.14435,True,fau_house_ours:results/Ours/CTC/House_without_roof_00057_vox12/16k/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Ours,Ours Base,1k,0.2649939314193673,30.4925,38.8139,42.8682,33.0796375,True,fau_house_ours:results/Ours/CTC/House_without_roof_00057_vox12/1k/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Ours,Ours Full,1k,0.28264963408057137,30.9208,38.954,42.7642,33.405375,True,fau_house_ours:results/Ours/CTC/House_without_roof_00057_vox12/1k/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Ours,Ours Base,2k,0.4598171279372291,31.7711,40.2157,43.2983,34.267575,True,fau_house_ours:results/Ours/CTC/House_without_roof_00057_vox12/2k/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Ours,Ours Full,2k,0.5229872884633034,32.9225,40.0057,43.2505,35.0989,True,fau_house_ours:results/Ours/CTC/House_without_roof_00057_vox12/2k/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Ours,Ours Base,4k,0.7180860201969788,34.6994,42.9739,44.2589,36.92865,True,fau_house_ours:results/Ours/CTC/House_without_roof_00057_vox12/4k/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Ours,Ours Full,4k,0.7763031464842964,36.0906,42.9712,44.2045,37.964912500000004,True,fau_house_ours:results/Ours/CTC/House_without_roof_00057_vox12/4k/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Ours,Ours Base,512,0.21503131222615338,29.9656,38.8591,42.6442,32.6621125,True,fau_house_ours:results/Ours/CTC/House_without_roof_00057_vox12/512/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Ours,Ours Full,512,0.2175969245650163,30.0696,38.9593,42.6211,32.74975,True,fau_house_ours:results/Ours/CTC/House_without_roof_00057_vox12/512/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Ours,Ours Base,8k,0.6287268148768392,34.2452,42.7707,44.2073,36.556149999999995,True,fau_house_ours:results/Ours/CTC/House_without_roof_00057_vox12/8k/aggregate/aggregate.json
CTC,House_without_roof_00057_vox12,Ours,Ours Full,8k,0.7983162653428877,36.6285,42.927,44.2877,38.37321250000001,True,fau_house_ours:results/Ours/CTC/House_without_roof_00057_vox12/8k/aggregate/aggregate.json
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R01,2.0668874151439303,39.8194,45.1862,41.8664,40.746125,False,fau_facade:results/Original_Unicorn/CTC/Facade_00009_vox12/R01/aggregate/aggregate.json
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R02,1.6267705040771638,37.982,44.3372,41.3863,39.2019375,False,fau_facade:results/Original_Unicorn/CTC/Facade_00009_vox12/R02/aggregate/aggregate.json
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R03,1.2736815395170056,36.08,43.4543,40.7687,37.587875000000004,False,fau_facade:results/Original_Unicorn/CTC/Facade_00009_vox12/R03/aggregate/aggregate.json
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R04,1.169536710137618,33.4922,42.7522,39.6386,35.418,False,fau_facade:results/Original_Unicorn/CTC/Facade_00009_vox12/R04/aggregate/aggregate.json
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R05,0.9557235360272166,32.3484,42.2989,39.5014,34.4863375,False,fau_facade:results/Original_Unicorn/CTC/Facade_00009_vox12/R05/aggregate/aggregate.json
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R06,0.6722499115022069,30.5079,40.0373,38.9279,32.751575,False,fau_facade:results/Original_Unicorn/CTC/Facade_00009_vox12/R06/aggregate/aggregate.json
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R07,0.5724356785509543,29.6301,40.2344,38.9597,32.1218375,False,fau_facade:results/Original_Unicorn/CTC/Facade_00009_vox12/R07/aggregate/aggregate.json
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R08,0.4872923434528863,28.794,40.4646,38.9105,31.517387499999998,False,fau_facade:results/Original_Unicorn/CTC/Facade_00009_vox12/R08/aggregate/aggregate.json
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R09,0.42649858873430924,28.0081,40.3512,39.0119,30.9264625,False,fau_facade:results/Original_Unicorn/CTC/Facade_00009_vox12/R09/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Base,16k,1.5845171153165403,37.3597,44.5148,41.3157,38.74858749999999,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/16k/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Full,16k,1.6595908112663174,37.8815,44.4607,41.2986,39.131037500000005,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/16k/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Base,1k,0.6694380311825499,30.0707,40.8631,38.8968,32.5230125,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/1k/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Full,1k,0.673347597402394,30.0617,40.606,38.9562,32.49155,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/1k/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Base,2k,1.0581291096652121,32.4007,42.6437,39.9787,34.628325000000004,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/2k/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Full,2k,1.0864333666440071,32.7192,41.9339,40.1036,34.7940875,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/2k/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Base,32k,2.011662286156439,38.807,45.3018,41.7986,39.9928,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/32k/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Full,32k,2.9445800192345644,42.9261,45.1268,41.7913,43.0593375,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/32k/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Base,4k,1.387530112744622,36.4049,44.0216,40.424,37.85937499999999,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/4k/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Full,4k,1.3930436035674791,36.5077,43.8687,40.297,37.9014875,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/4k/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Base,512,0.5699495954162842,29.3384,40.3512,38.753,31.891824999999997,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/512/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Full,512,0.5710472813164712,29.4561,40.1931,38.7918,31.965187500000003,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/512/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Base,8k,1.2417333663307406,35.6676,43.4106,40.6364,37.256575,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/8k/aggregate/aggregate.json
CTC,Facade_00009_vox12,Ours,Ours Full,8k,1.2743080725650575,35.8964,43.3924,40.6161,37.4233625,False,fau_facade:results/Ours/CTC/Facade_00009_vox12/8k/aggregate/aggregate.json
