dataset,sample,method,endpoint,metric,operating_point,physical_bpp,quality,pareto_retained,dominating_points
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,Y,R03,0.19568660090914772,40.3883,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,Y,R04,0.11245168272549926,39.0265,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,Y,R05,0.08223521053642492,37.848,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,Y,R06,0.057677577313424544,36.4214,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,Y,R07,0.04275292950595466,35.0445,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,Y,R08,0.032765109586008416,33.7022,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,Y,R09,0.02743333546748289,32.6073,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,YUV611,R01,0.3804689832217276,44.2539625,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,YUV611,R02,0.2766505782645353,43.334599999999995,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,YUV611,R03,0.19568660090914772,42.1517875,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,YUV611,R04,0.11245168272549926,40.9446125,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,YUV611,R05,0.08223521053642492,39.940075,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,YUV611,R06,0.057677577313424544,38.6173875,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,YUV611,R07,0.04275292950595466,37.49295,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,YUV611,R08,0.032765109586008416,36.38536249999999,True,[]
CTC,dancer_vox11_00000001,Original_Unicorn,Original Unicorn,YUV611,R09,0.02743333546748289,35.487,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,Y,16k,0.13722530216857878,39.4002,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,Y,1k,0.05328071497609881,36.1805,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,Y,2k,0.081260187028639,37.9012,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,Y,32k,0.1815487600462519,40.0189,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,Y,4k,0.11594448845592223,38.7807,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,Y,512,0.04096024387929764,34.9537,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,Y,8k,0.10298222973374299,38.4442,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,YUV611,16k,0.13722530216857878,41.4846875,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,YUV611,1k,0.05328071497609881,38.48765,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,YUV611,2k,0.081260187028639,39.99465000000001,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,YUV611,32k,0.1815487600462519,42.058462500000005,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,YUV611,4k,0.11594448845592223,40.8385,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,YUV611,512,0.04096024387929764,37.5052625,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Base,YUV611,8k,0.10298222973374299,40.6190875,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,Y,16k,0.25106855325487376,41.59,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,Y,1k,0.05587254961704872,36.3351,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,Y,2k,0.08629575147391311,38.2005,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,Y,32k,0.7206750495032702,45.4021,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,Y,4k,0.1245993648462371,39.2548,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,Y,512,0.04160820253953512,35.0219,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,Y,8k,0.16366818654112725,40.0191,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,YUV611,16k,0.25106855325487376,43.209787500000004,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,YUV611,1k,0.05587254961704872,38.6067125,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,YUV611,2k,0.08629575147391311,40.222737499999994,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,YUV611,32k,0.7206750495032702,46.1267875,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,YUV611,4k,0.1245993648462371,41.185424999999995,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,YUV611,512,0.04160820253953512,37.553475000000006,True,[]
CTC,dancer_vox11_00000001,Ours,Ours Full,YUV611,8k,0.16366818654112725,41.8437625,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R01,1.1157493147879831,41.2557,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R02,0.8571703569820569,39.7818,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R03,0.6495041216076111,38.1425,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R04,0.6435586194600859,37.3053,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R05,0.5064451594607706,36.1895,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R06,0.36293143487239843,34.5552,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R07,0.28881549241276666,33.4491,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R08,0.22763185688419255,32.2093,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R09,0.18384546862171453,31.0329,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R01,1.1157493147879831,41.8719375,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R02,0.8571703569820569,40.54574999999999,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R03,0.6495041216076111,39.025800000000004,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R04,0.6435586194600859,38.071225,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R05,0.5064451594607706,37.12005,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R06,0.36293143487239843,35.4711,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R07,0.28881549241276666,34.516075,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R08,0.22763185688419255,33.416225,True,[]
CTC,longdress_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R09,0.18384546862171453,32.340875000000004,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,Y,16k,0.8128671932178383,39.2028,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,Y,1k,0.3613578534695984,34.5946,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,Y,2k,0.5755535473085363,37.1543,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,Y,32k,1.0460905610308637,40.3728,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,Y,4k,0.7392680262599471,38.6427,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,Y,512,0.2881901940556606,33.5618,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,Y,8k,0.6232390067316469,37.8061,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,YUV611,16k,0.8128671932178383,40.09963750000001,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,YUV611,1k,0.3613578534695984,35.5704875,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,YUV611,2k,0.5755535473085363,37.9672,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,YUV611,32k,1.0460905610308637,41.197425,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,YUV611,4k,0.7392680262599471,39.4437625,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,YUV611,512,0.2881901940556606,34.64275,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Base,YUV611,8k,0.6232390067316469,38.765049999999995,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,Y,16k,0.8656945688832676,39.7339,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,Y,1k,0.3621846942723833,34.554,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,Y,2k,0.5793776860214165,37.1762,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,Y,32k,1.6458731277385064,43.6378,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,Y,4k,0.7420922043769593,38.6836,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,Y,512,0.2882005295656954,33.5813,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,Y,8k,0.6421943321354908,38.0257,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,YUV611,16k,0.8656945688832676,40.5011125,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,YUV611,1k,0.3621846942723833,35.545075000000004,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,YUV611,2k,0.5793776860214165,37.972925000000004,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,YUV611,32k,1.6458731277385064,43.645875,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,YUV611,4k,0.7420922043769593,39.464712500000005,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,YUV611,512,0.2882005295656954,34.667587499999996,True,[]
CTC,longdress_viewdep_vox12,Ours,Ours Full,YUV611,8k,0.6421943321354908,38.927262500000005,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R01,0.21306306828821275,44.2702,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R02,0.17003630747509765,42.9824,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R03,0.13724391298800082,41.4321,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R04,0.1788283175106097,42.4527,False,"[{""operating_point"":""R02"",""physical_bpp"":0.17003630747509765,""quality"":42.9824}]"
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R05,0.13760450206062735,41.0686,False,"[{""operating_point"":""R03"",""physical_bpp"":0.13724391298800082,""quality"":41.4321}]"
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R06,0.10667073213170118,39.4753,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R07,0.08737921674618075,38.3593,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R08,0.07535251061798935,37.28,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R09,0.0682388306043347,36.2236,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R01,0.21306306828821275,46.516487500000004,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R02,0.17003630747509765,45.463550000000005,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R03,0.13724391298800082,44.200537499999996,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R04,0.1788283175106097,44.8234,False,"[{""operating_point"":""R02"",""physical_bpp"":0.17003630747509765,""quality"":45.463550000000005}]"
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R05,0.13760450206062735,43.759637500000004,False,"[{""operating_point"":""R03"",""physical_bpp"":0.13724391298800082,""quality"":44.200537499999996}]"
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R06,0.10667073213170118,41.995225,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R07,0.08737921674618075,41.310225,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R08,0.07535251061798935,40.4462625,True,[]
CTC,loot_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R09,0.0682388306043347,39.41828749999999,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,Y,16k,0.16589748731061202,42.9605,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,Y,1k,0.10666012657074157,39.7883,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,Y,2k,0.15803346385906536,42.6065,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,Y,32k,0.20564447839696945,44.1905,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,Y,4k,0.1554510097654017,41.8243,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,Y,512,0.08736861118522116,38.4119,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,Y,8k,0.13495576321096614,41.3895,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,YUV611,16k,0.16589748731061202,45.4498,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,YUV611,1k,0.10666012657074157,42.556425000000004,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,YUV611,2k,0.15803346385906536,44.840712499999995,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,YUV611,32k,0.20564447839696945,46.4641375,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,YUV611,4k,0.1554510097654017,44.495000000000005,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,YUV611,512,0.08736861118522116,41.47455,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Base,YUV611,8k,0.13495576321096614,44.211200000000005,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,Y,16k,0.17053742023043894,42.9975,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,Y,1k,0.10667073213170118,39.6604,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,Y,2k,0.158391401541452,42.6071,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,Y,32k,0.3650115915467051,45.1819,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,Y,4k,0.1559415169597834,41.8479,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,Y,512,0.08737921674618075,38.473,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,Y,8k,0.13680643359841713,41.3224,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,YUV611,16k,0.17053742023043894,45.4892375,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,YUV611,1k,0.10667073213170118,42.5003375,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,YUV611,2k,0.158391401541452,44.758925000000005,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,YUV611,32k,0.3650115915467051,47.1572,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,YUV611,4k,0.1559415169597834,44.44005,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,YUV611,512,0.08737921674618075,41.6178625,True,[]
CTC,loot_viewdep_vox12,Ours,Ours Full,YUV611,8k,0.13680643359841713,44.15265,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R01,0.5043011051528442,43.1544,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R02,0.3810772307617899,42.0138,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R03,0.28705171179762123,40.7241,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R04,0.3315451313756354,40.5418,False,"[{""operating_point"":""R03"",""physical_bpp"":0.28705171179762123,""quality"":40.7241}]"
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R05,0.25831824316105695,39.6222,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R06,0.18403164406419337,37.8544,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R07,0.14896012260306285,37.0029,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R08,0.12371474864170402,36.2274,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R09,0.10854962179221798,35.4529,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R01,0.5043011051528442,43.358399999999996,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R02,0.3810772307617899,42.354575000000004,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R03,0.28705171179762123,41.1885125,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R04,0.3315451313756354,40.612837500000005,False,"[{""operating_point"":""R03"",""physical_bpp"":0.28705171179762123,""quality"":41.1885125}]"
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R05,0.25831824316105695,39.810012500000006,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R06,0.18403164406419337,38.0128625,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R07,0.14896012260306285,37.2956375,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R08,0.12371474864170402,36.663812500000006,True,[]
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R09,0.10854962179221798,35.9763875,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Base,Y,16k,0.3662643783745349,41.8214,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Base,Y,1k,0.18348590739729448,38.3225,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Base,Y,2k,0.301702864431721,40.5633,False,"[{""operating_point"":""8k"",""physical_bpp"":0.2796221856392572,""quality"":40.6285}]"
CTC,redandblack_viewdep_vox12,Ours,Ours Base,Y,32k,0.4785735194276117,42.8493,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Base,Y,4k,0.33315057892481936,41.1495,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Base,Y,512,0.14861073563642388,37.4215,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Base,Y,8k,0.2796221856392572,40.6285,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Base,YUV611,16k,0.3662643783745349,42.2133375,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Base,YUV611,1k,0.18348590739729448,38.4872,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Base,YUV611,2k,0.301702864431721,40.665637499999995,False,"[{""operating_point"":""8k"",""physical_bpp"":0.2796221856392572,""quality"":41.122975}]"
CTC,redandblack_viewdep_vox12,Ours,Ours Base,YUV611,32k,0.4785735194276117,43.1351875,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Base,YUV611,4k,0.33315057892481936,41.5517,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Base,YUV611,512,0.14861073563642388,37.705375000000004,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Base,YUV611,8k,0.2796221856392572,41.122975,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Full,Y,16k,0.3863931101467678,42.0496,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Full,Y,1k,0.18403741905537746,38.0807,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Full,Y,2k,0.30350177418557284,40.3964,False,"[{""operating_point"":""8k"",""physical_bpp"":0.2859717884461917,""quality"":40.6779}]"
CTC,redandblack_viewdep_vox12,Ours,Ours Full,Y,32k,0.7777902501545713,44.9092,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Full,Y,4k,0.3349090637403824,41.1733,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Full,Y,512,0.14862228561879212,37.3452,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Full,Y,8k,0.2859717884461917,40.6779,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Full,YUV611,16k,0.3863931101467678,42.391225,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Full,YUV611,1k,0.18403741905537746,38.30655,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Full,YUV611,2k,0.30350177418557284,40.524075,False,"[{""operating_point"":""8k"",""physical_bpp"":0.2859717884461917,""quality"":41.16235}]"
CTC,redandblack_viewdep_vox12,Ours,Ours Full,YUV611,32k,0.7777902501545713,44.69336249999999,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Full,YUV611,4k,0.3349090637403824,41.565374999999996,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Full,YUV611,512,0.14862228561879212,37.669675,True,[]
CTC,redandblack_viewdep_vox12,Ours,Ours Full,YUV611,8k,0.2859717884461917,41.16235,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R01,0.4192621535456702,42.6941,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R02,0.32900373186357784,41.3573,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R03,0.25997600052377035,39.7551,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R04,0.2990648600588642,40.3203,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R05,0.23064886047468186,38.8538,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R06,0.1753870927598248,37.2124,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R07,0.14246752798897683,35.934,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R08,0.11983745127761476,34.5626,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,Y,R09,0.10475206621896299,33.3187,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R01,0.4192621535456702,44.882775,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R02,0.32900373186357784,43.798,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R03,0.25997600052377035,42.5219,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R04,0.2990648600588642,43.02567500000001,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R05,0.23064886047468186,41.81966249999999,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R06,0.1753870927598248,40.2452875,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R07,0.14246752798897683,39.342662499999996,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R08,0.11983745127761476,38.2041875,True,[]
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,YUV611,R09,0.10475206621896299,37.099999999999994,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,Y,16k,0.3162613194114381,41.202,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,Y,1k,0.1750412444143243,37.29,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,Y,2k,0.2705533623506093,40.2156,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,Y,32k,0.3967720154712159,42.4361,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,Y,4k,0.29284158896323964,40.3945,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,Y,512,0.14245153500190166,35.9727,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,Y,8k,0.25322096260789645,39.686,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,YUV611,16k,0.3162613194114381,43.68335,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,YUV611,1k,0.1750412444143243,40.519962500000005,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,YUV611,2k,0.2705533623506093,42.86401250000001,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,YUV611,32k,0.3967720154712159,44.6871625,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,YUV611,4k,0.29284158896323964,42.9864375,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,YUV611,512,0.14245153500190166,39.475274999999996,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Base,YUV611,8k,0.25322096260789645,42.495012499999994,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,Y,16k,0.3316965510623592,41.3636,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,Y,1k,0.17556101649426725,37.3036,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,Y,2k,0.2722466198571926,40.2976,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,Y,32k,0.7284725647803438,44.2241,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,Y,4k,0.2943569244886117,40.4116,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,Y,512,0.14246752798897683,35.9907,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,Y,8k,0.25839869217348194,39.719,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,YUV611,16k,0.3316965510623592,43.80941249999999,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,YUV611,1k,0.17556101649426725,40.5525125,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,YUV611,2k,0.2722466198571926,42.869975000000004,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,YUV611,32k,0.7284725647803438,45.9842125,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,YUV611,4k,0.2943569244886117,42.9359625,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,YUV611,512,0.14246752798897683,39.546362499999994,True,[]
CTC,soldier_viewdep_vox12,Ours,Ours Full,YUV611,8k,0.25839869217348194,42.5043375,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,Y,R01,0.5310311133773833,44.12,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,Y,R02,0.3873114992520883,42.8058,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,Y,R03,0.27363394652462836,41.1873,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,Y,R04,0.1465429650459611,39.1672,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,Y,R05,0.10424293879683554,37.6517,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,Y,R06,0.07244256276869246,35.9347,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,Y,R07,0.05131264466847606,34.3749,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,Y,R08,0.03738679279643615,32.868,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,Y,R09,0.02860526715706899,31.3506,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,YUV611,R01,0.5310311133773833,45.218287499999995,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,YUV611,R02,0.3873114992520883,44.056687499999995,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,YUV611,R03,0.27363394652462836,42.62525000000001,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,YUV611,R04,0.1465429650459611,40.8851,True,[]
