configuration,point,profile,lambda,dataset,sequence,block,source,points,released_sha256,base_sha256,endpoint,physical_bits,physical_bpp,x_low_bits,r1_bits,r2_bits,r3_bits,r4_bits,r5_bits,y_mse,u_mse,v_mse,y_psnr,u_psnr,v_psnr,yuv_psnr_611,run
R04_8k256_L4096,4K,8k256,4096,RWTT_Val,val28,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT499/mesh_P7.h5,99771,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,Official_Full,39904,0.3999558990087299,2208,184,1072,3288,10400,22752,0.00129071,3.08252e-05,1.77969e-05,28.8917,45.1109,47.4966,33.2447125,rwtt_reference_88blocks
R04_8k256_L4096,4K,8k256,4096,RWTT_Val,val28,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT529/kleste_P3.h5,82927,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,B_unpool,13584,0.1638067215743967,1416,24,640,2568,8936,9800,0.000741265,0.000359242,0.000111225,31.3003,34.4461,39.538,32.7232375,rwtt_reference_88blocks
R04_8k256_L4096,4K,8k256,4096,RWTT_Val,val28,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT529/kleste_P3.h5,82927,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,B_native,13584,0.1638067215743967,1416,24,640,2568,8936,9800,0.00079354,0.000163592,0.000119358,31.0043,37.8624,39.2315,32.8899625,rwtt_reference_88blocks
R04_8k256_L4096,4K,8k256,4096,RWTT_Val,val28,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT529/kleste_P3.h5,82927,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,Canonical_Base,13584,0.1638067215743967,1416,24,640,2568,8936,9800,0.000454242,0.000137519,9.82853e-05,33.4271,38.6164,40.0751,34.906762500000006,rwtt_reference_88blocks
R04_8k256_L4096,4K,8k256,4096,RWTT_Val,val28,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT529/kleste_P3.h5,82927,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,Official_Full,23384,0.2819829488586347,1416,24,640,2568,8936,9800,0.000274337,0.000101581,6.91129e-05,35.6171,39.9319,41.6044,36.9048625,rwtt_reference_88blocks
R04_8k256_L4096,4K,8k256,4096,RWTT_Val,val28,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT535/dung_ballus-print_ready-mm_P31.h5,52062,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,B_unpool,15888,0.3051745995159617,1288,80,696,2896,10928,35232,0.00667657,0.000118099,5.54634e-05,21.7545,39.2775,42.5599,26.54555,rwtt_reference_88blocks
R04_8k256_L4096,4K,8k256,4096,RWTT_Val,val28,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT535/dung_ballus-print_ready-mm_P31.h5,52062,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,B_native,15888,0.3051745995159617,1288,80,696,2896,10928,35232,0.00594816,0.000137085,8.30438e-05,22.2562,38.6301,40.8069,26.621775,rwtt_reference_88blocks
R04_8k256_L4096,4K,8k256,4096,RWTT_Val,val28,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT535/dung_ballus-print_ready-mm_P31.h5,52062,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,Canonical_Base,15888,0.3051745995159617,1288,80,696,2896,10928,35232,0.00486731,9.90181e-05,5.35346e-05,23.1271,40.0429,42.7137,27.6899,rwtt_reference_88blocks
R04_8k256_L4096,4K,8k256,4096,RWTT_Val,val28,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT535/dung_ballus-print_ready-mm_P31.h5,52062,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,Official_Full,51120,0.9819061887749222,1288,80,696,2896,10928,35232,0.00161346,6.55228e-05,4.48488e-05,27.9224,41.8361,43.4825,31.606625,rwtt_reference_88blocks
R04_8k256_L4096,4K,8k256,4096,RWTT_Val,val28,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT541/marco_cat_mesh_P7.h5,84433,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,B_unpool,8984,0.1064038942119787,1136,8,560,1968,5312,2208,0.000716109,0.000443898,3.19038e-05,31.4502,33.5272,44.9616,33.39875,rwtt_reference_88blocks
R04_8k256_L4096,4K,8k256,4096,RWTT_Val,val28,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT541/marco_cat_mesh_P7.h5,84433,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,B_native,8984,0.1064038942119787,1136,8,560,1968,5312,2208,0.000868373,3.69143e-05,2.86468e-05,30.6129,44.3281,45.4292,34.1793375,rwtt_reference_88blocks
R04_8k256_L4096,4K,8k256,4096,RWTT_Val,val28,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT541/marco_cat_mesh_P7.h5,84433,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,Canonical_Base,8984,0.1064038942119787,1136,8,560,1968,5312,2208,0.000305286,2.87358e-05,2.5381e-05,35.1529,45.4158,45.9549,37.786012500000005,rwtt_reference_88blocks
R04_8k256_L4096,4K,8k256,4096,RWTT_Val,val28,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT541/marco_cat_mesh_P7.h5,84433,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,Official_Full,11192,0.1325548067698648,1136,8,560,1968,5312,2208,0.000272788,2.83461e-05,2.48729e-05,35.6418,45.4751,46.0427,38.17107500000001,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P19.h5,54878,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_unpool,128,0.0023324465177302,96,8,8,8,8,8,0.000773311,0.00095085,1.88494e-05,31.1165,30.2189,47.247,33.0206125,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P19.h5,54878,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_native,128,0.0023324465177302,96,8,8,8,8,8,0.000172073,9.27319e-05,3.63278e-06,37.6429,40.3277,54.3976,40.0728375,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P19.h5,54878,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Canonical_Base,128,0.0023324465177302,96,8,8,8,8,8,2.04488e-06,2.2834e-06,4.94567e-07,56.8933,56.4142,63.0577,57.6039625,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P19.h5,54878,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Official_Full,136,0.0024782244250883,96,8,8,8,8,8,2.9137e-06,1.58482e-06,4.77639e-07,55.3556,58.0002,63.209,56.66785,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P35.h5,54878,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_unpool,128,0.0023324465177302,96,8,8,8,8,8,0.000806731,0.000959225,1.65174e-05,30.9327,30.1808,47.8206,32.9497,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P35.h5,54878,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_native,128,0.0023324465177302,96,8,8,8,8,8,0.000179855,9.18931e-05,2.82364e-06,37.4508,40.3672,55.4919,40.0704875,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P35.h5,54878,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Canonical_Base,128,0.0023324465177302,96,8,8,8,8,8,1.82556e-06,2.22499e-06,6.81765e-07,57.386,56.5267,61.6637,57.813300000000005,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P35.h5,54878,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Official_Full,136,0.0024782244250883,96,8,8,8,8,8,1.63144e-06,1.07586e-06,2.7964e-07,57.8743,59.6824,65.534,59.05777499999999,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P48.h5,54878,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_unpool,128,0.0023324465177302,96,8,8,8,8,8,0.00080808,0.000953026,1.42534e-05,30.9255,30.209,48.4608,33.02785,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P48.h5,54878,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_native,128,0.0023324465177302,96,8,8,8,8,8,0.000182755,9.16083e-05,2.08388e-06,37.3813,40.3807,56.8113,40.184975,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P48.h5,54878,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Canonical_Base,128,0.0023324465177302,96,8,8,8,8,8,8.10178e-07,1.78544e-06,4.90069e-07,60.9142,57.4825,63.0974,60.7581375,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P48.h5,54878,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Official_Full,136,0.0024782244250883,96,8,8,8,8,8,5.8042e-07,8.30322e-07,1.84299e-07,62.3626,60.8075,67.3448,62.79098750000001,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P7.h5,54879,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_unpool,152,0.0027697297691284,96,8,32,8,8,8,0.000788581,0.000957321,1.83354e-05,31.0315,30.1894,47.3671,32.968187500000006,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P7.h5,54879,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_native,152,0.0027697297691284,96,8,32,8,8,8,0.000179546,9.512e-05,3.2266e-06,37.4583,40.2173,54.9126,39.9849625,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P7.h5,54879,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Canonical_Base,152,0.0027697297691284,96,8,32,8,8,8,1.93034e-06,2.92659e-06,4.72951e-07,57.1437,55.3364,63.2518,57.68130000000001,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P7.h5,54879,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Official_Full,160,0.0029155050201352,96,8,32,8,8,8,2.0829e-06,1.85811e-06,3.96068e-07,56.8133,57.3093,64.0223,57.776425,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P12.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_unpool,136,0.0026604589291652,104,8,8,8,8,8,0.000787323,0.000830209,1.21173e-05,31.0385,30.8081,49.1659,33.275625,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P12.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_native,136,0.0026604589291652,104,8,8,8,8,8,0.000188539,5.46825e-05,1.60771e-06,37.246,42.6215,57.9379,40.504425,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P12.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Canonical_Base,136,0.0026604589291652,104,8,8,8,8,8,1.28681e-07,3.99489e-07,8.29579e-08,68.9049,63.985,70.8114,68.528225,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P12.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Official_Full,144,0.0028169565132338,104,8,8,8,8,8,4.52671e-07,1.81654e-06,1.99479e-07,63.4422,57.4075,67.001,63.1327125,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P40.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_unpool,136,0.0026604589291652,104,8,8,8,8,8,0.000789017,0.000837561,1.19445e-05,31.0291,30.7698,49.2283,33.2715875,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P40.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_native,136,0.0026604589291652,104,8,8,8,8,8,0.000187588,5.46739e-05,1.56478e-06,37.268,42.6222,58.0555,40.5357125,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P40.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Canonical_Base,136,0.0026604589291652,104,8,8,8,8,8,8.71934e-08,2.82021e-07,7.37416e-08,70.5952,65.4972,71.3229,70.0489125,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P40.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Official_Full,144,0.0028169565132338,104,8,8,8,8,8,5.98069e-07,1.54347e-06,2.36433e-07,62.2325,58.115,66.2629,62.2216125,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P48.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_unpool,136,0.0026604589291652,104,8,8,8,8,8,0.000787695,0.000835482,1.17095e-05,31.0364,30.7806,49.3146,33.2892,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P48.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_native,136,0.0026604589291652,104,8,8,8,8,8,0.00018807,5.47528e-05,1.57575e-06,37.2568,42.6159,58.0251,40.522725,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P48.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Canonical_Base,136,0.0026604589291652,104,8,8,8,8,8,1.5434e-07,3.06268e-07,9.15855e-08,68.1152,65.139,70.3817,68.0264875,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P48.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Official_Full,144,0.0028169565132338,104,8,8,8,8,8,4.67202e-07,1.56375e-06,2.05323e-07,63.305,58.0583,66.8756,63.0954875,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P17.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_unpool,136,0.0026604589291652,104,8,8,8,8,8,0.000780155,0.000828901,1.23158e-05,31.0782,30.815,49.0954,33.29745,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P17.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_native,136,0.0026604589291652,104,8,8,8,8,8,0.000188204,5.4312e-05,1.6163e-06,37.2537,42.651,57.9148,40.511,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P17.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Canonical_Base,136,0.0026604589291652,104,8,8,8,8,8,1.69601e-07,4.24618e-07,8.15509e-08,67.7057,63.72,70.8857,67.60498750000001,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P17.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Official_Full,144,0.0028169565132338,104,8,8,8,8,8,8.15285e-07,1.84192e-06,3.224e-07,60.8869,57.3473,64.916,60.9480875,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P50.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_unpool,136,0.0026604589291652,104,8,8,8,8,8,0.00077548,0.000829175,1.2131e-05,31.1043,30.8135,49.161,33.3250375,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P50.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,B_native,136,0.0026604589291652,104,8,8,8,8,8,0.000192408,5.04598e-05,1.79139e-06,37.1578,42.9705,57.4681,40.423175,rwtt_reference_88blocks
R05_8k256_L2048,2K,8k256,2048,RWTT_Train,train_low,0,/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P50.h5,51119,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,82772118d7b3a6bab5942d7b83665d18150acafdb721aefc43f395709da1b897,Canonical_Base,136,0.0026604589291652,104,8,8,8,8,8,8.30496e-07,8.48518e-07,2.3635e-07,60.8066,60.7134,66.2644,61.477175,rwtt_reference_88blocks
