dataset,sample,method,endpoint,operating_point,GPU_model,VRAM_MiB,encode_seconds,decode_seconds,codec_seconds,timing_semantics
CTC,House_without_roof_00057_vox12,Ours,Ours Full,1k,NVIDIA A100-SXM4-40GB,40960,23.177079425309785,24.03984777489677,47.216927200206555,CUDA-synchronized codec only
CTC,House_without_roof_00057_vox12,Ours,Ours Base,2k,NVIDIA A100-SXM4-40GB,40960,16.639334337203763,16.824828575947322,33.464162913151085,CUDA-synchronized codec only
CTC,House_without_roof_00057_vox12,Ours,Ours Full,2k,NVIDIA A100-SXM4-40GB,40960,26.418379478272982,27.86813214130234,54.28651161957532,CUDA-synchronized codec only
CTC,House_without_roof_00057_vox12,Ours,Ours Base,32k,NVIDIA A100-SXM4-40GB,40960,21.52478054421954,22.31296026566997,43.83774080988951,CUDA-synchronized codec only
CTC,House_without_roof_00057_vox12,Ours,Ours Full,32k,NVIDIA A100-SXM4-40GB,40960,46.51010395411868,49.85559692350216,96.36570087762084,CUDA-synchronized codec only
CTC,House_without_roof_00057_vox12,Ours,Ours Base,4k,NVIDIA A100-SXM4-40GB,40960,18.29121545399539,18.42093059408944,36.71214604808483,CUDA-synchronized codec only
CTC,House_without_roof_00057_vox12,Ours,Ours Full,4k,NVIDIA A100-SXM4-40GB,40960,28.90625089488458,30.451254345243797,59.357505240128376,CUDA-synchronized codec only
CTC,House_without_roof_00057_vox12,Ours,Ours Base,512,NVIDIA A100-SXM4-40GB,40960,14.312377369846217,13.913676840253174,28.22605421009939,CUDA-synchronized codec only
CTC,House_without_roof_00057_vox12,Ours,Ours Full,512,NVIDIA A100-SXM4-40GB,40960,22.299158474896103,22.399643964250572,44.698802439146675,CUDA-synchronized codec only
CTC,House_without_roof_00057_vox12,Ours,Ours Base,8k,NVIDIA A100-SXM4-40GB,40960,16.474441581987776,16.656785775208846,33.13122735719662,CUDA-synchronized codec only
CTC,House_without_roof_00057_vox12,Ours,Ours Full,8k,NVIDIA A100-SXM4-40GB,40960,28.60704465629533,30.699524386320263,59.30656904261559,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R01,NVIDIA A100-SXM4-40GB,40960,16.62433823000174,16.14666238508653,32.77100061508827,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R02,NVIDIA A100-SXM4-40GB,40960,13.20077819400467,13.298213703907095,26.498991897911765,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R03,NVIDIA A100-SXM4-40GB,40960,11.194788189954124,11.021293263067491,22.216081453021616,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R04,NVIDIA A100-SXM4-40GB,40960,10.166304219863378,9.961388365016319,20.127692584879696,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R05,NVIDIA A100-SXM4-40GB,40960,9.403185762930661,9.220625538029708,18.62381130096037,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R06,NVIDIA A100-SXM4-40GB,40960,8.532297251978889,8.011753296013921,16.54405054799281,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R07,NVIDIA A100-SXM4-40GB,40960,8.229374187998474,7.686503651086241,15.915877839084715,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R08,NVIDIA A100-SXM4-40GB,40960,8.002161936019547,7.271656560129486,15.273818496149033,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R09,NVIDIA A100-SXM4-40GB,40960,7.825882908073254,7.187696950044483,15.013579858117737,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Base,16k,NVIDIA A100-SXM4-40GB,40960,9.506906053167768,9.148042242857628,18.654948296025395,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Full,16k,NVIDIA A100-SXM4-40GB,40960,13.27728652721271,14.180657380842604,27.457943908055313,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Base,1k,NVIDIA A100-SXM4-40GB,40960,6.621743193943985,6.071840789052658,12.693583982996643,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Full,1k,NVIDIA A100-SXM4-40GB,40960,8.449394486029632,8.301484148134477,16.75087863416411,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Base,2k,NVIDIA A100-SXM4-40GB,40960,7.855384254944511,7.334579983027652,15.189964237972163,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Full,2k,NVIDIA A100-SXM4-40GB,40960,9.864096071920358,9.893430879106745,19.757526951027103,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Base,32k,NVIDIA A100-SXM4-40GB,40960,11.469441467896104,11.111175330006517,22.58061679790262,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Full,32k,NVIDIA A100-SXM4-40GB,40960,19.45841241197195,19.369179354980588,38.82759176695254,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Base,4k,NVIDIA A100-SXM4-40GB,40960,9.066639280994423,8.78314624086488,17.849785521859303,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Full,4k,NVIDIA A100-SXM4-40GB,40960,11.748394366004504,12.18717113789171,23.935565503896214,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Base,512,NVIDIA A100-SXM4-40GB,40960,6.378943444928154,5.877560350112617,12.256503795040771,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Full,512,NVIDIA A100-SXM4-40GB,40960,7.989675396936946,7.859967309050262,15.849642705987208,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Base,8k,NVIDIA A100-SXM4-40GB,40960,8.135400714003481,7.752014943747781,15.887415657751262,CUDA-synchronized codec only
CTC,Shiva_00035_vox12,Ours,Ours Full,8k,NVIDIA A100-SXM4-40GB,40960,11.186200755997561,11.562717363820411,22.748918119817972,CUDA-synchronized codec only
