dataset,sample,method,endpoint,operating_point,physical_bits,physical_bpp,Y,U,V,YUV611,reconstruction_sha256,result_set
Owlii,dancer,Ours,Ours Base,512,39504,0.056270458294280366,32.6528,43.6509,44.5537,35.515175,cf215868e5d103d94f9a95e533678e10e71cd12c8074e00e0dd0861b4d8e08e8,retained_formal
Owlii,dancer,Ours,Ours Full,512,42992,0.06123885031864372,33.3529,43.6373,44.5137,36.03355,c1dfe9c32b6d4e3548d3e13a9db0ac5985c5c362d7bc49a3320d6eed6e7d4400,retained_formal
Owlii,dancer,Ours,Ours Base,8k,114432,0.16299972366168214,37.3145,45.3068,48.2481,39.680237500000004,7ebcc5b58ab7093fee512d892ac6eac4a15815431c4afda6cf516ba52dda6337,retained_formal
Owlii,dancer,Ours,Ours Full,8k,196880,0.28044065990729844,39.5917,45.5993,48.786,41.4919375,6b819761219b2ca1bde08f0abfbfd469b99cfea99a6d0d87c2cdbbb1c6a6cc22,retained_formal
Owlii,exercise,Ours,Ours Base,16k,97984,0.15188138916660854,38.3509,45.1441,48.6604,40.4887375,d8723cbbdb7220291c9828e8efa313f8376b63097f47eeed11ff1c8c0a87e1b8,retained_formal
Owlii,exercise,Ours,Ours Full,16k,212200,0.3289234036286979,40.7381,45.573,48.9831,42.3730875,f21173907bfab2295b65f152a28c5b26fec6f1e6740c1608e629ee4ee8f154f5,retained_formal
Owlii,exercise,Ours,Ours Base,1k,28424,0.04405899540406272,35.2551,43.6672,46.7296,37.740925,572e2f79e9dd6dcce6b7f2594b678fd32202377b42cd7c2d61baed88e4157c43,retained_formal
Owlii,exercise,Ours,Ours Full,1k,31904,0.049453215218520155,35.5932,43.6829,46.7162,37.99478750000001,ecf72889025234c0c034ac5d55bbdb3ccd02bca638fb9af8fdf604ada82e6ea3,retained_formal
Owlii,exercise,Ours,Ours Base,2k,44816,0.06946763080595535,36.5472,44.2265,47.3862,38.8619875,6efd9a2316ec869cacdf4c59b670d5133e1138c1134e8e9b4afce6178c151629,retained_formal
Owlii,exercise,Ours,Ours Full,2k,53296,0.08261216644578266,37.1186,44.2389,47.3629,39.28917500000001,ac2360cb3b18a96feffd90cb99771cf67f0d95be8945aebc1bbcbeaeac8563c3,retained_formal
Owlii,exercise,Ours,Ours Base,32k,135096,0.20940733334883396,39.0215,45.4958,49.1307,41.094437500000005,2f6dcbf17b855bb66043dfbe129e5b0008b62c589bf380e7866b553b4a9e8e33,retained_formal
Owlii,exercise,Ours,Ours Full,32k,605168,0.9380486254814884,45.2752,45.6582,49.2481,45.81968750000001,a8d355e7132b2f135d300b5e902dba75ee8db2f1aefb2347733946d3550030d2,retained_formal
Owlii,exercise,Ours,Ours Base,4k,78632,0.12188456679609694,37.8766,44.5002,47.8261,39.948237500000005,29cdb33c2ed7a0b410b0d37975dfbb2e0a6aa8360161c309af7ee5d1975407c7,retained_formal
Owlii,exercise,Ours,Ours Full,4k,83752,0.1298208902012757,38.1017,44.5107,47.7403,40.10765,447f7136d93d72da073563f66ca8211fa265b7efbfda21b97a57db5cbb158015,retained_formal
Owlii,exercise,Ours,Ours Base,512,21432,0.03322095375386547,34.3692,43.2242,46.2802,36.964949999999995,007ccd501fc1734d5fa36c171057266e08e7f9980f505f83a776ebf0d6b402d9,retained_formal
Owlii,exercise,Ours,Ours Full,512,22296,0.034560208328489384,34.4706,43.2618,46.2103,37.0369625,74fb761f50c10c53ba6b79d3580e4e652d83901fa15a0ce596a28dd00e935c1e,retained_formal
Owlii,exercise,Ours,Ours Base,8k,69320,0.10745037860292807,37.4713,44.5851,48.0791,39.686499999999995,48b0f5a0e085b3ca5d77bee43dda3f7bf2aeff67593cde8432cd1f2da421be0b,retained_formal
Owlii,exercise,Ours,Ours Full,8k,126280,0.19574197648554179,39.13,44.7069,48.2428,40.966212500000005,bead6df467bebaf43ae5d0f5944ec7d861ddc4262e05ce3d02224e147819fe84,retained_formal
Owlii,model,Ours,Ours Base,16k,194816,0.29618322931790714,36.2527,44.1377,47.0494,38.587912499999995,64fadd90373f5f30c8c56394d3e34a856675eacaf19ee8ccfcba9ec848166926,retained_formal
Owlii,model,Ours,Ours Full,16k,408520,0.6210823178843187,40.768,44.7761,47.8126,42.149587499999996,187d9fad5be020e173acf9c43b6e0870d06d5c431ac53f12486edf4198e321b3,retained_formal
Owlii,model,Ours,Ours Base,1k,64048,0.09737364216159512,31.6899,42.1014,42.8222,34.382875000000006,bb6ba58aef505f481c5c34265a3f7fd7c02c9441824293e7917944006d330a1a,retained_formal
Owlii,model,Ours,Ours Full,1k,84896,0.12906933432661097,33.068,42.1562,42.8899,35.4317625,d267e2643a8f2cfadbe13d0ab6ee52240d67e4b776937904175fb80cf03127d7,retained_formal
Owlii,model,Ours,Ours Base,2k,92848,0.14115894215931463,32.9551,42.664,43.6731,35.5084625,8e08f81e4f97db754cf93aa64687f943111290614285308f06f678a0ec6caa2a,retained_formal
Owlii,model,Ours,Ours Full,2k,136312,0.207238257405873,35.2292,42.6103,43.7214,37.2133625,f65b433d5d0a9d7b779d38512858675247b5be30876ec5102ddac41f6f7c2578,retained_formal
Owlii,model,Ours,Ours Base,32k,248784,0.3782320164803004,37.0053,44.5481,47.6828,39.28283749999999,be9cfe3e4945ab9150d980823ab6616a83ff8d6ef464f9e2ddd320e679a28aca,retained_formal
Owlii,model,Ours,Ours Full,32k,806352,1.2259154244361503,45.771,44.8182,48.0778,45.94025,b828986ee07eb7ae6e5532a58d0cb0b1699939e579af31b0683dba434b63816a,retained_formal
Owlii,model,Ours,Ours Base,4k,177720,0.27019178873592753,36.0268,43.4745,45.6706,38.163237499999994,915adee96010552fa237229cada59cdb7cee63776419adebfe251c23f6330ac9,retained_formal
Owlii,model,Ours,Ours Full,4k,201776,0.30676467681735603,36.9943,43.5207,45.7774,38.9079875,4274d48fce943fc85c8b1eeb5ae27b5b5ed1eab04c2fa6ef435d95dc69c171b8,retained_formal
Owlii,model,Ours,Ours Base,512,52976,0.08054062682913851,31.0083,41.9201,42.5519,33.815225,97291c02d41410794a384bca3658fda933abe003a29d30df7039987d1ed01b12,retained_formal
Owlii,model,Ours,Ours Full,512,57584,0.08754627482877363,31.3899,41.9715,42.5307,34.1052,0a7c2029737f67802cf0a106ca47c8c0ebc275d4154b4930363c834d54c7c57b,retained_formal
Owlii,model,Ours,Ours Base,8k,149632,0.22748895865481827,35.2429,43.5302,46.0253,37.6266125,bbfdc35f74e82e2a9c8ba14c34cc5c928fff569b7a65b8eb7829d5de16ab6da4,retained_formal
Owlii,model,Ours,Ours Full,8k,282496,0.42948514264429766,38.599,43.7101,46.4333,40.217175,0b80992e9d5d787e968b340142dd436ed958bd69d6f9153b4b50612da255f5de,retained_formal
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R01,3298928,2.0668874151439303,39.8194,45.1862,41.8664,40.746125,d11418354b17d3d635915bf799f45d9fdb2dae431f81d43a5b5074504141c173,retained_formal
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R02,2596464,1.6267705040771638,37.982,44.3372,41.3863,39.2019375,6e17f54062f7ed508aecc63ad02dafff03147de4e621c868d577513fb2baae1a,retained_formal
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R03,2032904,1.2736815395170056,36.08,43.4543,40.7687,37.587875000000004,dd86441dbd1e2e3a135cd53d9e3f6dd49548bc8ac93a52e3bfe39a517a68280b,retained_formal
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R04,1866680,1.169536710137618,33.4922,42.7522,39.6386,35.418,ce697b98ca17f63730550d9582361768be25ef2f211ecbd2e1d1755180d9e40b,retained_formal
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R05,1525416,0.9557235360272166,32.3484,42.2989,39.5014,34.4863375,1c35f543571108327406c71a20fad3db9d775ca0490eb7e77e34be82e6f70336,retained_formal
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R06,1072968,0.6722499115022069,30.5079,40.0373,38.9279,32.751575,d7b20c1669a799b8745b8bd2566718cdcda461071f27151bc9d346d627b06219,retained_formal
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R07,913656,0.5724356785509543,29.6301,40.2344,38.9597,32.1218375,90d1d6b7dc105223884322bf1eada088d8f3b40f9581c2f7f7fe87628ab20b13,retained_formal
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R08,777760,0.4872923434528863,28.794,40.4646,38.9105,31.517387499999998,d397173f4422e92db460041f95fe342c7178fe47e569f6b34f96785d29f35405,retained_formal
CTC,Facade_00009_vox12,Original_Unicorn,Original Unicorn,R09,680728,0.42649858873430924,28.0081,40.3512,39.0119,30.9264625,3ecbbcd0c71f997852c92ffd2d8348830a754110dd9159b56ece26d7f1952bee,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Base,16k,2529024,1.5845171153165403,37.3597,44.5148,41.3157,38.74858749999999,6e06e9b284912c8aa786445f55db71cc182ef5b938f8215a4d05a352d6dcedc3,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Full,16k,2648848,1.6595908112663174,37.8815,44.4607,41.2986,39.131037500000005,43f0908380e479500e2b971d54a0198d5edb12e639d9d102cb6042858c75236a,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Base,1k,1068480,0.6694380311825499,30.0707,40.8631,38.8968,32.5230125,8eb6c5775af6476c5155f50b32c4cf1d9045107fcaeeadc3fee75f2a46a6b818,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Full,1k,1074720,0.673347597402394,30.0617,40.606,38.9562,32.49155,fbd036ffeec8dab1f0b5c044104e3947c00d405becb09fa398f45b5ad289cba0,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Base,2k,1688864,1.0581291096652121,32.4007,42.6437,39.9787,34.628325000000004,432dd681459d479e2dff0e135c27d2ec3ed1c0226a9f02924d497093ba15616f,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Full,2k,1734040,1.0864333666440071,32.7192,41.9339,40.1036,34.7940875,d67ec8e81290e4ce3c4d93c0c16386131a5c111d7edd33cac2321d2fab1e168b,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Base,32k,3210784,2.011662286156439,38.807,45.3018,41.7986,39.9928,ff8566b48836b2c7f09cdf8a8c5bbdc6e8250b43767141a42bfd8c1a39684a78,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Full,32k,4699800,2.9445800192345644,42.9261,45.1268,41.7913,43.0593375,eeaade6fa2db43af7d900d7bd4d822b1937f17b3d6c27d501bf9c84bf789f069,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Base,4k,2214616,1.387530112744622,36.4049,44.0216,40.424,37.85937499999999,c3d9c84e42973b26258601dc1431bfa1ad741ef2bd18f3e2ab44e520aa170261,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Full,4k,2223416,1.3930436035674791,36.5077,43.8687,40.297,37.9014875,4d4a96386180338cce011519771bd7231721803c2f464bf7713d52f495e75b0e,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Base,512,909688,0.5699495954162842,29.3384,40.3512,38.753,31.891824999999997,1d731f42bc7243d41e6c932fdfff6f796d6c843d563c761c3ae24afc6a1ae77e,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Full,512,911440,0.5710472813164712,29.4561,40.1931,38.7918,31.965187500000003,0423ea49da61c83623e918c2a887f373e017a42c2e2c99b6f3680b57bf4050e1,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Base,8k,1981912,1.2417333663307406,35.6676,43.4106,40.6364,37.256575,43f010220818bf32a2abce270ac40a89d72f48a21387d868d48079d8ea30a2cb,retained_formal
CTC,Facade_00009_vox12,Ours,Ours Full,8k,2033904,1.2743080725650575,35.8964,43.3924,40.6161,37.4233625,4d16904172522c565aefbe8f177afb2cc94bfa8a020bcd2d4b3e6ca35beab2b9,retained_formal
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R01,6807648,1.4040020665141186,40.3199,44.4019,45.3533,41.459325,622f1ca488643aeb4c5ea2f4070ed7fb133d015bc4de35032d690a612ce59430,A10040_complete_final
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R02,5249584,1.0826686080624985,38.6463,43.7527,44.9389,40.071175,75278d42ce4ce333025077ea79b3c53091a13f37fd8a08a78e79e37c64fa8db0,A10040_complete_final
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R03,3954280,0.8155264919066686,36.8199,43.032,44.4467,38.5497625,8c142d8bca878bc4a31a8724172933ff4cff553c16e5710c887a7d3d3418bda3,A10040_complete_final
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R04,2948640,0.6081243703267547,33.5846,39.6032,43.2336,35.54305000000001,134b45ac08aaa2c83770fb4a0e59a88b91171776d6de5434321168cd017d10c9,A10040_complete_final
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R05,2233192,0.4605711374799046,32.6853,39.4515,42.9866,34.8187375,547a6cb833560adbc87f36eade4ee827323b2526d29e1bc34cfe6b67219f7855,A10040_complete_final
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R06,1381304,0.28487866447915905,31.0575,38.1472,42.8588,33.418875,c812b6c08d722bbcb032c85c45b810c388d42825538494800531ed46ca49b64d,A10040_complete_final
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R07,1078448,0.22241796588601792,30.2506,38.8128,42.6521,32.8710625,fcc9de6a876c2b73b64c6f62ad2d4bb1d251b9b2c42159961e3fa073e62a7e08,A10040_complete_final
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R08,861672,0.17771031473092522,29.5263,39.605,42.4897,32.4065625,d20c91bf4759fae7a1d0c16580ab271b13ff32c0d8f9082a8caf22234efe9d07,A10040_complete_final
CTC,House_without_roof_00057_vox12,Original_Unicorn,Original Unicorn,R09,728848,0.1503168345623455,28.9324,39.9563,42.4543,32.000625,1f9233657a2b9997f9c894a8b3f28c8a5a5ce52cea9c6eaf52de0daed7c5f43f,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Base,16k,4007232,0.8264472559394235,35.1189,43.5221,44.6873,37.36535,95a582430ac87e5a9fe88142eadca740220d40d58ffa6d8f36a2c17e43c5e6b4,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Full,16k,5454560,1.1249426397964835,38.7661,43.7125,44.8457,40.14435,239f2296e2dd7f020c81d3ef7171e85ab2192b9ac44622da4b3d36c6003d5fac,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Base,1k,1284888,0.2649939314193673,30.4925,38.8139,42.8682,33.0796375,323f5bd0fc1ade0c5f4560269d106bf7c6883094dfba8ecaa5e3b2ba109ac405,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Full,1k,1370496,0.28264963408057137,30.9208,38.954,42.7642,33.405375,ad165d414336ebf77da8d94d82c3ae7f0540c5d1fd94298075b282b9bd3002e1,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Base,2k,2229536,0.4598171279372291,31.7711,40.2157,43.2983,34.267575,b90caf1bc839f273b3dcd90362aa4164d8613ce93308ceead0ccf191379b3b9d,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Full,2k,2535832,0.5229872884633034,32.9225,40.0057,43.2505,35.0989,93ea95036aa192296a705689b1ba5bf7d20a3d9bfe626700197b4bcb8346953f,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Base,32k,5163680,1.064951858676833,35.7523,44.0591,45.0366,37.9511875,4a60b05c09c3cd8a68c154d11bb6b4adc3c4f61d652a6d330957258252a98fc8,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Full,32k,10424960,2.150032637311304,43.6625,44.139,45.1565,43.9088125,1a6542ff9221ce2722af8f16ce2b5c89c43f44d79bfe00fd302707decfe19140,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Base,4k,3481816,0.7180860201969788,34.6994,42.9739,44.2589,36.92865,143e3dbabf46a79ce926a583978a319d513b054d98fbe2a42ff267112648f2ce,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Full,4k,3764096,0.7763031464842964,36.0906,42.9712,44.2045,37.964912500000004,d27d06dbae4fd98c2cc36e2acb067d9d7090b519c6e90b93859d467581fc1372,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Base,512,1042632,0.21503131222615338,29.9656,38.8591,42.6442,32.6621125,49b40f2f4e692bfae023ec2c6a62048869b701ee08f059963d95b0c9a9e9fac2,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Full,512,1055072,0.2175969245650163,30.0696,38.9593,42.6211,32.74975,98bd1e8dc913e6fbb4a6903968404e820f1116f4c870c8d6a0004dc8200d334c,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Base,8k,3048536,0.6287268148768392,34.2452,42.7707,44.2073,36.556149999999995,f40ecda188d7d2c5b69a7105634acd74ed7c2bc7f0770a79b3916775ac397b70,A10040_complete_final
CTC,House_without_roof_00057_vox12,Ours,Ours Full,8k,3870832,0.7983162653428877,36.6285,42.927,44.2877,38.37321250000001,97364f14538ab18b78daac93857a5ac5081a863d1700ecaa17a812cb44dc9089,A10040_complete_final
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R01,4386128,4.346436343312867,39.353,39.0594,38.8755,39.256612499999996,4f8453774b45231afe5f2f2bf6f5ed2bdfba3b93644c66907d675afc37094f79,A10040_complete_final
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R02,3561672,3.529441143477761,36.9526,38.3889,38.571,37.33443749999999,cf309265005f845538cb1b8ba8a9401534855b1ec538349bbeeed885efa72757,A10040_complete_final
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R03,2883224,2.8571326645077155,34.4752,37.5049,38.1557,35.313975,bf068e7e259d658029e91b8ad1bc2b9f2547ac95c9e329512f28a0113906cc8c,A10040_complete_final
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R04,2578264,2.5549323577093976,29.5874,35.6074,37.0638,31.27445,2f317d7a0d6ae03637e304cd4fcff5dda478ce6a2fcca6b2076dd8cfb94cbf83,A10040_complete_final
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R05,2137848,2.118501841186287,28.5134,35.466,36.9392,30.4357,86b24b8c01e26f4893651f4e55c1a7bc1c518f3d0b5cddeb8fc1d5ea185530d7,A10040_complete_final
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R06,1367944,1.3555649805971866,25.7078,34.8341,36.3583,28.179900000000004,5c9ed2a1d2fd66c367cefba4203f4f46b984440bc69030e5932a2f8b288ce79b,A10040_complete_final
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R07,1185888,1.1751564711058613,25.0678,34.7827,36.5697,27.719899999999996,d5388aec1ead1ec23a297e7362355df021b1aa8376eefa3811857d49098a020f,A10040_complete_final
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R08,1030824,1.021495701256129,24.4101,34.5107,36.6119,27.197899999999997,8da1b2a687cf763874dd773a42a5c34f78e51118977a6806afd2402432246c2b,A10040_complete_final
CTC,Shiva_00035_vox12,Original_Unicorn,Original Unicorn,R09,910984,0.9027401767063179,23.837,33.9393,36.5781,26.692425,b96d51f86e1f1d23634f414f8bdb560fbb9558cd13d1c48d740d8fc6eded365d,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Base,16k,3456440,3.4251614258590553,35.1246,38.2772,38.547,35.946475,81bd8116f4678b0a462e190da75e425e2e090a3110e69c026a16d58ff4c73a6f,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Full,16k,3636464,3.6035563236524064,36.9391,38.3767,38.5262,37.3171875,aa1c22546eda02d9130a2e4039bb0f0e74e5e12f0de8225f32c74e4f3da4bc0e,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Base,1k,1339336,1.3272158647233463,25.371,34.5405,36.3311,27.8872,391757d1cea18c33dbdb195dbefd71a866d564866d2a1d92f303f9ad45a2971f,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Full,1k,1386016,1.3734734405409799,25.718,34.7963,36.4958,28.2000125,0746a4eff227842b50021bb16d5dbaf8c1b5987fe6f5d41eb1d8c330fbde626a,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Base,2k,2279360,2.2587332479794515,27.898,35.0316,37.1149,29.9418125,cddf71b28139ff6c5ac20a525d5fadb133782731a6d7d1845051c369c1e5be75,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Full,2k,2441416,2.419322744695441,29.1324,35.2414,37.1323,30.896012499999998,b5459b7950ae0a2e00ce2cedb6acc45490d1664ee16e5db6d5dc24885a0a31c2,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Base,32k,4250984,4.212515310187369,36.559,38.8123,38.8691,37.129425,c026f1fb4cb1bd92f92b263d81204ac2e33811b449e07e121973535bb4be76a2,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Full,32k,5341192,5.292857624176024,42.7948,38.9245,38.7867,41.81,97880fbfa3d076ecec7d58a625006d1c5ab94a33b3244d4f9dafc3088eba274d,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Base,4k,3012864,2.9855995053174413,34.0224,37.2798,37.8141,34.9035375,268bc23a8ee14e71ac06b4c565de876bf3c8adf71db7098b1f142be8b0d6bd6d,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Full,4k,3051264,3.0236520098460855,34.9218,37.1637,37.7414,35.5544875,946871b6606e000074e4b2e5db38ea0d890bf708c4dd0d9efa93ba003974810d,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Base,512,1165048,1.1545050597939615,24.8186,34.4761,36.3075,27.4619,89b9067b218b88b7f573f8d456d71463147beee73c93f72c3cc4bfd0040e3f4d,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Full,512,1169128,1.15854813840013,24.93,34.6412,36.3539,27.5718875,e9ccfdbc7ac0f099b76a8853b8141b896927d15096c1ce5cc8349c7798c89e17,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Base,8k,2794392,2.7691045373647847,33.3182,37.3637,38.0681,34.417625,37425630446a5635e54026bed256dd741931766692d34d612660df2b338e7435,A10040_complete_final
CTC,Shiva_00035_vox12,Ours,Ours Full,8k,2901032,2.874779513482874,34.3121,37.4505,37.9799,35.162875,cdeef4cdf8dd6b476e4daf3b305fcf7a6cbda8de69bbf7e475b46837c833b3fc,A10040_complete_final
