dataset,sample,operating_point,base_bits,full_bits,enhancement_bits,base_bpp,full_bpp,delta_bpp,base_reconstruction_sha256,full_reconstruction_sha256,base_Y,full_Y,delta_Y,class_Y,base_U,full_U,delta_U,class_U,base_V,full_V,delta_V,class_V,base_YUV611,full_YUV611,delta_YUV611,class_YUV611
CTC,soldier_viewdep_vox12,4k,1171880,1177944,6064,0.2928415889632396,0.2943569244886117,0.0015153355253721412,d54a79566d9e56ef8b5247aeffc3a1f803dccdab3f506f46ddd8e51eefbd20fa,0b6e2a3b601bf1bf2c41a009c00fbb6b629d206262d8a8b71a216b22bbee7e53,40.3945,40.4116,0.017099999999999227,positive,50.4543,50.3148,-0.1395000000000053,negative,51.0702,50.7033,-0.3669000000000011,negative,42.9864375,42.9359625,-0.050474999999998715,negative
CTC,soldier_viewdep_vox12,8k,1013328,1034048,20720,0.2532209626078964,0.2583986921734819,0.005177729565585487,43b711920cc8eb3531c16ad68f7fcb15680a8cea1a8b321bde309778ad4b19ec,12a70f21caeab1778b612c9a765d8a0f16b76485e46e1b129e5a4e4a9b199483,39.686,39.719,0.03300000000000125,positive,50.5311,50.5141,-0.017000000000003013,negative,51.313,51.2066,-0.10640000000000072,negative,42.4950125,42.5043375,0.009324999999996919,near_zero_positive
CTC,soldier_viewdep_vox12,16k,1265600,1327368,61768,0.3162613194114381,0.3316965510623592,0.015435231650921089,f901cca3dafdabfd7dd1dd1810f173314dcdd83a0ec51f5bc2a019b936951493,3a0faf5f583a45faeec7459db08eb0dfb825f035a125dbf52558db01133db0fc,41.202,41.3636,0.16159999999999997,positive,50.676,50.7175,0.041499999999999204,positive,51.5788,51.5762,-0.002600000000001046,near_zero_negative,43.68335,43.80941249999999,0.1260624999999962,positive
CTC,soldier_viewdep_vox12,32k,1587784,2915168,1327384,0.3967720154712159,0.7284725647803438,0.33170054930912796,68794ca9b5f1437f90e3ebed0a18b5788cd5872ea0caa2be6b6739119f6ae602,b83cf75d0590fff0f38311e58acce30552cf66299939bb099f22fe13bc4912ac,42.4361,44.2241,1.7879999999999967,positive,50.9869,50.7234,-0.2635000000000005,negative,51.8938,51.8057,-0.08809999999999718,negative,44.6871625,45.9842125,1.2970499999999987,positive
Owlii,basketball_player,512,38344,39552,1208,0.0481577258460947,0.0496749001842462,0.001517174338151503,8c709d332265c80c8eae0448d3aa41ced72acd97aab8845eeb92f4b6d6a70363,13d0f357a2290a4aa140a442f82546a43589c7f7e2cc8e69f01a0c3b7de161ce,34.2214,34.3225,0.1010999999999953,positive,43.3292,43.3507,0.021500000000003183,positive,46.2919,46.2535,-0.03839999999999577,negative,36.8686875,36.942400000000006,0.07371250000000629,positive
Owlii,basketball_player,1k,48560,54456,5896,0.060988398891257,0.0683934153628973,0.007405016471640297,92e714264be9768a7ade1ae64551ba23e800b6e94c58b2e6ae40a07de15397e6,9fb5b17bb382c0b52e60f3e43e4ce9dffac1cca8048e82995b7f13be886a753c,35.2484,35.7023,0.4539000000000044,positive,43.4344,43.4488,0.014400000000001967,positive,46.4701,46.4746,0.0045000000000001705,near_zero_positive,37.6743625,38.01715,0.3427875,positive
Owlii,basketball_player,2k,73648,86880,13232,0.0924973970663776,0.1091159822008321,0.016618585134454494,03b8aa1b41259810db3228bb2b7d7e89a53881062c3c5abc5796523e28861789,4e9194c716214f1bf9b9896c1b99d69ee1a49f0924678527a1d9e56ed03eb9cd,36.913,37.8269,0.9139000000000053,positive,43.859,43.8903,0.03130000000000166,positive,47.4026,47.4002,-0.002400000000001512,near_zero_negative,39.09245,39.7814875,0.6890374999999977,positive
Owlii,basketball_player,4k,119776,128320,8544,0.1504313522569852,0.161162095257951,0.010730743000965798,024e128e790acd2ef548324906477cdb8e0e32300c72e03203462ffaec5d5bf8,d06124d37d08e2938ce58104e18e234043244efb0ab3933600601534366d4fe7,38.7556,39.1507,0.39509999999999934,positive,44.1707,44.1945,0.023800000000001376,positive,48.0487,47.974,-0.07469999999999999,negative,40.594125,40.8840875,0.28996250000000146,positive
Owlii,basketball_player,8k,104872,173472,68600,0.1317128370783341,0.2178702539634295,0.0861574168850954,077b169af1cc52f4c897e24eece9131943d91ea9977688b3e54de0dc6e71f122,17608a4518e7bb2a20f82e4a5783a1fcab2882d5c63fe453ab831618d1b5830d,38.1844,40.2047,2.020300000000006,positive,44.4253,44.5524,0.12709999999999866,positive,48.4907,48.6553,0.16460000000000008,positive,40.2528,41.8044875,1.5516874999999999,positive
Owlii,basketball_player,16k,141040,261944,120904,0.1771376396133215,0.3289856910867264,0.15184805147340488,58833e047609d6f903009fc76a87f3a163f6a4887d7715bc21c6e3c332a98b30,fb584ddb508921b15fca05b6e5d2ccf2da126b94f876d9a8e2e3ced9674a12b1,39.3337,42.0039,2.6702000000000012,positive,44.914,45.4562,0.5422000000000011,positive,49.2806,49.5725,0.29189999999999827,positive,41.2746,43.3815125,2.1069125,positive
Owlii,basketball_player,32k,188512,607320,418808,0.2367595768490248,0.7627568866276404,0.5259973097786156,bae1e179bfbea5d5155eba285a6eca32f482ea5817a42a187e79a06e6e31a393,c506fab815d24ee08832bbfe3bcec018deab4e782991a19141822e926798455f,40.1079,46.0289,5.920999999999999,positive,45.315,45.521,0.20600000000000307,positive,49.796,49.8957,0.09969999999999857,positive,41.9698,46.4487625,4.4789625000000015,positive
Owlii,dancer,512,39504,42992,3488,0.0562704582942803,0.0612388503186437,0.004968392024363402,cf215868e5d103d94f9a95e533678e10e71cd12c8074e00e0dd0861b4d8e08e8,c1dfe9c32b6d4e3548d3e13a9db0ac5985c5c362d7bc49a3320d6eed6e7d4400,32.6528,33.3529,0.7000999999999991,positive,43.6509,43.6373,-0.013599999999996726,negative,44.5537,44.5137,-0.03999999999999915,negative,35.515175,36.03355,0.5183749999999989,positive
Owlii,dancer,1k,50968,60424,9456,0.0726000586862819,0.0860694150459091,0.013469356359627205,6d0021f92cb4336270c5555d638dab9bd666a47c67117dee9ba1bf920de76846,2ef91294217c41db21441612b7ec5846103a4a64b46bface31eddf487f860e94,33.5125,34.789,1.2764999999999986,positive,43.8427,43.8746,0.03190000000000026,positive,45.0926,45.1534,0.06080000000000041,positive,36.2512875,37.22025,0.9689625000000035,positive
Owlii,dancer,2k,78576,98832,20256,0.1119255652827909,0.1407787042866625,0.028853139003871597,d730db3c0992f864fdf943c3a745b697848100eb7a3e6097129cf2774f57d22d,9f2cd7db3731465dc11e4feb852e2ba7dbb246baf3ec7765238b3292a910218c,35.0693,36.8635,1.7942000000000036,positive,44.2752,44.2922,0.017000000000003013,positive,46.16,46.1887,0.028700000000000614,positive,37.606375,38.9577375,1.3513625000000005,positive
Owlii,dancer,4k,133872,143096,9224,0.1906905324213219,0.2038294223389617,0.013138889917639812,df42221ab3420ecbb39f6794006f4576614c8ca707d91b268a6c276b66402a88,d11e923b48f99daa4b51f180e9d0226fc50790f0f409145712ff63fad80019cb,38.0255,38.377,0.3515000000000015,positive,45.002,45.0242,0.022199999999998,positive,47.971,47.9982,0.027200000000000557,positive,40.14075,40.41055,0.2698000000000036,positive
Owlii,dancer,8k,114432,196880,82448,0.1629997236616821,0.2804406599072984,0.11744093624561627,7ebcc5b58ab7093fee512d892ac6eac4a15815431c4afda6cf516ba52dda6337,6b819761219b2ca1bde08f0abfbfd469b99cfea99a6d0d87c2cdbbb1c6a6cc22,37.3145,39.5917,2.2772000000000006,positive,45.3068,45.5993,0.2924999999999969,positive,48.2481,48.786,0.5379000000000005,positive,39.6802375,41.4919375,1.8117000000000019,positive
Owlii,dancer,16k,151784,287064,135280,0.2162048208216649,0.4089009426840143,0.19269612186234938,d48b92827c64a9a0aebb4d44d4c555d09501ed769c15b0781e44440e7766ddd3,7554a6197d1b668426783fa21b4aa056d4e4d0071cd91105f0c0e38db5200909,38.513,41.4612,2.9482,positive,45.7667,46.4958,0.7291000000000025,positive,48.9782,49.7076,0.7293999999999983,positive,40.7278625,43.121325000000006,2.3934625000000054,positive
Owlii,dancer,32k,200448,644104,443656,0.2855230058771747,0.9174774015081804,0.6319543956310056,e6e7e7b6ace162fb4fd8529f9fa294f84be7603fdf3597fe8149cc11c935b7a6,7560690c17ebf1d93385f1a9bed5758c55642e6f4d33608be257018ea13d388c,39.382,45.6367,6.2547,positive,46.1642,46.5412,0.37700000000000244,positive,49.4983,49.9997,0.5013999999999967,positive,41.49431249999999,46.2951375,4.80082500000001,positive
Owlii,exercise,512,21432,22296,864,0.0332209537538654,0.0345602083284893,0.001339254574623902,007ccd501fc1734d5fa36c171057266e08e7f9980f505f83a776ebf0d6b402d9,74fb761f50c10c53ba6b79d3580e4e652d83901fa15a0ce596a28dd00e935c1e,34.3692,34.4706,0.10139999999999816,positive,43.2242,43.2618,0.037599999999997635,positive,46.2802,46.2103,-0.06990000000000407,negative,36.96495,37.0369625,0.07201249999999959,positive
Owlii,exercise,1k,28424,31904,3480,0.0440589954040627,0.0494532152185201,0.005394219814457403,572e2f79e9dd6dcce6b7f2594b678fd32202377b42cd7c2d61baed88e4157c43,ecf72889025234c0c034ac5d55bbdb3ccd02bca638fb9af8fdf604ada82e6ea3,35.2551,35.5932,0.3381000000000043,positive,43.6672,43.6829,0.015699999999995384,positive,46.7296,46.7162,-0.013399999999997192,negative,37.740925,37.99478750000001,0.253862500000011,positive
Owlii,exercise,2k,44816,53296,8480,0.0694676308059553,0.0826121664457826,0.013144535639827301,6efd9a2316ec869cacdf4c59b670d5133e1138c1134e8e9b4afce6178c151629,ac2360cb3b18a96feffd90cb99771cf67f0d95be8945aebc1bbcbeaeac8563c3,36.5472,37.1186,0.5714000000000041,positive,44.2265,44.2389,0.012399999999999523,positive,47.3862,47.3629,-0.023299999999998988,negative,38.8619875,39.28917500000001,0.4271875000000094,positive
Owlii,exercise,4k,78632,83752,5120,0.1218845667960969,0.1298208902012757,0.007936323405178816,29cdb33c2ed7a0b410b0d37975dfbb2e0a6aa8360161c309af7ee5d1975407c7,447f7136d93d72da073563f66ca8211fa265b7efbfda21b97a57db5cbb158015,37.8766,38.1017,0.22509999999999764,positive,44.5002,44.5107,0.010500000000000398,positive,47.8261,47.7403,-0.08579999999999899,negative,39.948237500000005,40.10765,0.15941249999999485,positive
Owlii,exercise,8k,69320,126280,56960,0.107450378602928,0.1957419764855417,0.0882915978826137,48b0f5a0e085b3ca5d77bee43dda3f7bf2aeff67593cde8432cd1f2da421be0b,bead6df467bebaf43ae5d0f5944ec7d861ddc4262e05ce3d02224e147819fe84,37.4713,39.13,1.6587000000000032,positive,44.5851,44.7069,0.12180000000000035,positive,48.0791,48.2428,0.16370000000000573,positive,39.6865,40.966212500000005,1.2797125000000023,positive
Owlii,exercise,16k,97984,212200,114216,0.1518813891666085,0.3289234036286979,0.17704201446208936,d8723cbbdb7220291c9828e8efa313f8376b63097f47eeed11ff1c8c0a87e1b8,f21173907bfab2295b65f152a28c5b26fec6f1e6740c1608e629ee4ee8f154f5,38.3509,40.7381,2.3872,positive,45.1441,45.573,0.4288999999999987,positive,48.6604,48.9831,0.32269999999999754,positive,40.4887375,42.3730875,1.8843499999999977,positive
Owlii,exercise,32k,135096,605168,470072,0.2094073333488339,0.9380486254814884,0.7286412921326545,2f6dcbf17b855bb66043dfbe129e5b0008b62c589bf380e7866b553b4a9e8e33,a8d355e7132b2f135d300b5e902dba75ee8db2f1aefb2347733946d3550030d2,39.0215,45.2752,6.253699999999995,positive,45.4958,45.6582,0.1623999999999981,positive,49.1307,49.2481,0.1174000000000035,positive,41.094437500000005,45.81968750000001,4.725250000000003,positive
Owlii,model,512,52976,57584,4608,0.0805406268291385,0.0875462748287736,0.007005647999635101,97291c02d41410794a384bca3658fda933abe003a29d30df7039987d1ed01b12,0a7c2029737f67802cf0a106ca47c8c0ebc275d4154b4930363c834d54c7c57b,31.0083,31.3899,0.3816000000000024,positive,41.9201,41.9715,0.051400000000001,positive,42.5519,42.5307,-0.02120000000000033,negative,33.815225,34.1052,0.2899750000000054,positive
Owlii,model,1k,64048,84896,20848,0.0973736421615951,0.1290693343266109,0.03169569216501582,bb6ba58aef505f481c5c34265a3f7fd7c02c9441824293e7917944006d330a1a,d267e2643a8f2cfadbe13d0ab6ee52240d67e4b776937904175fb80cf03127d7,31.6899,33.068,1.3780999999999963,positive,42.1014,42.1562,0.05480000000000018,positive,42.8222,42.8899,0.06769999999999499,positive,34.382875000000006,35.4317625,1.0488874999999922,positive
Owlii,model,2k,92848,136312,43464,0.1411589421593146,0.207238257405873,0.06607931524655841,8e08f81e4f97db754cf93aa64687f943111290614285308f06f678a0ec6caa2a,f65b433d5d0a9d7b779d38512858675247b5be30876ec5102ddac41f6f7c2578,32.9551,35.2292,2.274099999999997,positive,42.664,42.6103,-0.05369999999999919,negative,43.6731,43.7214,0.04830000000000467,positive,35.5084625,37.2133625,1.704900000000002,positive
Owlii,model,4k,177720,201776,24056,0.2701917887359275,0.306764676817356,0.0365728880814285,915adee96010552fa237229cada59cdb7cee63776419adebfe251c23f6330ac9,4274d48fce943fc85c8b1eeb5ae27b5b5ed1eab04c2fa6ef435d95dc69c171b8,36.0268,36.9943,0.9675000000000011,positive,43.4745,43.5207,0.04619999999999891,positive,45.6706,45.7774,0.10679999999999978,positive,38.1632375,38.9079875,0.7447499999999962,positive
Owlii,model,8k,149632,282496,132864,0.2274889586548182,0.4294851426442976,0.2019961839894794,bbfdc35f74e82e2a9c8ba14c34cc5c928fff569b7a65b8eb7829d5de16ab6da4,0b80992e9d5d787e968b340142dd436ed958bd69d6f9153b4b50612da255f5de,35.2429,38.599,3.356099999999998,positive,43.5302,43.7101,0.1798999999999964,positive,46.0253,46.4333,0.40800000000000125,positive,37.6266125,40.217175,2.590562499999997,positive
Owlii,model,16k,194816,408520,213704,0.2961832293179071,0.6210823178843187,0.3248990885664116,64fadd90373f5f30c8c56394d3e34a856675eacaf19ee8ccfcba9ec848166926,187d9fad5be020e173acf9c43b6e0870d06d5c431ac53f12486edf4198e321b3,36.2527,40.768,4.515300000000003,positive,44.1377,44.7761,0.6383999999999972,positive,47.0494,47.8126,0.7632000000000048,positive,38.5879125,42.1495875,3.561675000000001,positive
Owlii,model,32k,248784,806352,557568,0.3782320164803004,1.2259154244361503,0.84768340795585,be9cfe3e4945ab9150d980823ab6616a83ff8d6ef464f9e2ddd320e679a28aca,b828986ee07eb7ae6e5532a58d0cb0b1699939e579af31b0683dba434b63816a,37.0053,45.771,8.765700000000002,positive,44.5481,44.8182,0.27009999999999934,positive,47.6828,48.0778,0.3950000000000031,positive,39.28283749999999,45.94025,6.657412500000007,positive
